record_id,damaging_comment,human_label
2440,A provider recommended my parents monitor my eating habits and no longer allow me to be vegetarian. Another provider encouraged me to use a daily amount of  laxatives ( I was struggling with chronic constipation but worked with a therapist during this time). I feel this primary care may also have some unhealthy bias with digestion and nutrition. I am also weighed every time I go to the doctors despite what my medical need is.,Yes
1657,"They're ignorant, as is most of society, multiple people have made  comments to this effect. I dont know everything either, i let it go.",No
2500,"Went to campus health services and was told by a nurse practitioner that there wasn't much they could do for me other than track my weight every few weeks. I asked for a referral to an eating disorder treatment or somewhere else that could help and they wrote down a phone number on a sticky note (and when I called the number, no one answered or ever got back to me)",No
3193,'obviously not anorexic' 'not struggling bc of weight',Yes
164,Too hurtful to elaborate,No
1744,"I was recommended to start WW when I weighed around 160 at 19 due to bingeing and poor mental health, and when my doctor looked at my records and saw I had lost 30 pounds in two months, she told me to 'keep up the good work' and did not express any concern over the unhealthy and rapid weight loss. I had another doctor say a similar comment when she saw I had lost 50 pounds since my last visit and was weighing in as underweight and she asked me for my 'secret.' I have expressed multiple times that I am concerned with my sleeping (I have diagnosed severe insomnia), iron and blood sugar levels, and my issues with chronic migraines and blacking out from low blood pressure, but have always been dismissed. When I was 160, I was told to just lose weight. When i expressed the same concerns at 114 pounds, I was dismissed altogether and told to just sleep more and that going to bed earlier would fix all of it. When I expressed that I have chronic and severe insomnia (I will be awake for 48-55 hours and still be unable to fall asleep, lying in bed awake) and going to bed early doesn't work and taking melatonin doesn't work, she said to just 'try again.'",Yes
2316,'I've seen anorexics worse than you' -my primary care doctor,Yes
2201,Had doctors tell me I should exercise more and eat less.  Misinformed dieticians and doctors about eating disorders,Yes
720,"My PCP commented this when I told him I would need a full blood work panel in order to undergo ED treatment: 'What, you just won't eat' and 'Suicidal thoughts are not really anything to be worried about, a lot of people have them'. The irony was that I was diagnosed with BED, not the stereotypical ED in his eyes.",No
2656,My current doctor prescribed thyroid medication to help me lose weight when my thyroid was low (sick euthyroid I suspect) but I refused the prescription.   The same doctor told me that she had a patient with true anorexia who just wouldn't eat. I got the gist that I wasn't taken care of and she was comparing the two of us physically.,Yes
413,Arguing with me in front of staff about my request to not be weighed. Putting my BMI on my discharge paperwork even though I asked for my weight to not be reported.,No
3521,"When I was having heart issues and fainting and in the thick of purging behaviors, my doctors praised me for my bloodwork and bmi and never once explored my eating behaviors or anything.",Yes
722,"NCT at my PCP office commented that she wished she could be that thin; Endocrinologist praised me for being able to ear my hearbeat in my stomach; did a wellness check for an insurance refund thru my employer and my report stated that my body fat was 8% and noone commented about that being unhealthy or abnormal, I was actually rewarded for it... constant complimentary comments on weight",Yes
722,Lots of comments about 'I wish I could weigh XXX' ',Yes
1210,I have had providers make comments on my weight despite know that i have an eating disorder. I have also been treated differently for not stepping on a scale.,Yes
589,Sleep doctor told me to lose weight and I would get better sleep.,Yes
2259,"After a sleep study did not show any reason for intense fatigue, a sleep medicine doctor told me to 'just lose some weight' even though weight was not a factor and she was aware of my eating  disorder.",Yes
97,'You're overweight for your height. You must have a thyroid condition.',Yes
2951,I was told my ED was in my control because it was all in my head.,No
1466,I'd rather not say,No
1182,"I am obese, it's not real, I am too big to have an eating disorder",Yes
753,"Comments from doctor regarding weight and BMI, not 'looking' like I had an eating disorder.",Yes
753,"Doctors in general (MDs) often make comments regarding weight that are unwarranted. I ALWAYS, boldly, state at the Dr, 'I am recovered from an eating disorder. I dont weigh or discuss weight.'",Yes
2131,Primary care doctor telling me that I looked healthy and probably don't have an eating disorder. Also primary care asking why I needed a medical screening for residential because I don't seem that sick. Also primary care telling me that I am overweight and need to lose weight even though they know I have an eating disorder.,Yes
2707,'Your BMI is just fine',Yes
4246,My primary care and gynecologist make comments on my weight and activity levels despite me saying I'm recovering from an eating disorder and those comments trigger relapses for me.,Yes
1551,"I was at a higher weight when my eating disorder began. I lost approximately 40 percent of my body weight, eventually qualifying as 'underweight,' however until that point I was only congratulated got the weight loss and was never offered help because I was not 'underweight.'",Yes
1701,"'since you're overweight, we don't deem you to be in danger.' 'only when your weight drops, then we will diagnose you with anorexia.'",Yes
418,"When I gain a little weight, doctors tell me I need to lose the weight without telling me how.  Starving and purging are the ways I know to lose weight.  So I have trouble staying on track when doctors tell me to lose weight.  I also have had doctors make comments about sex-specific parts of my body that made me uncomfortable.  (My eating disorder was gender dysphoria related, so those comments made my ED worse.)",Yes
3011,That my fear of gaining weight with pregnancy was crazy. And usually every time I ask to not know my weight I get an eye roll.,No
4545,Male practitioners that are barbaric say stupid things like encouraging more weight loss without bothering to notice current significant weight loss,Yes
3045,Suggestions to lose weight,Yes
1048,When stating that discussing weight was triggering a rheumatologist continued to tell me to lose weight and at one point even said 'even skinny people have fibromyalgia',Yes
4891,I was told that I was fat for my weight.,Yes
4802,I had reported for at least five months that I was in relapse and losing weight to my psychiatrist. This was over the phone. Not once was I asked my weight. I had gone from 103 to 80 pounds at 5'4'. She had no idea what I was when I had to go to treatment.,No
2549,"Suggestions to calorie count, restrict, over exercise because of the overshoot weight gain during recovery",Yes
3070,"When reporting amenorrhea due to restriction to a GYN was told 'people lose their period for a lot of reasons, it's probably stress,' even after I told the provider I had been diagnosed with AN. overall have had non-ED physicians not take physical ED symptoms seriously (told to cut back on caffeine when reporting heart symptoms even after stating I don't consume caffeine, etc.).   However, I have mostly been in a smaller body and have never experienced negative comments about my weight.",No
596,"Heard giggling & laughing and realized that nurses and attendants were listening in on my phone conversations when I was hospitalized in high school.     I was molested in a hospital corridor/tunnel when I had privileges to go outside of the locked ward. Only the OT believed me when I shared information. Otherwise, I was dismissed.",No
366,Told that I was 'doing well' at my lowest weight by a PCP,Yes
2399,"I wasnt underweight but on the lowest BMI in normal range, she referred me to their hospital's mental health department but they don't offer ED treatment through them. She was not concerned about my purging and restriction, even after I had an abnormal EKG.",Yes
2399,"Was told my slightly abnormal ekg was 'probably ok' because I wasn't quite underweight, even though I reported purging daily.",Yes
222,"When I was struggling with my eating disorder, I went to my doctor for help and she told me 'just to eat more' and stop worrying about my weight because I've never been fat.",No
1646,My primary care physician told me my weight verbally even though I had been weighed with my back to the scale with the nurse.,No
1931,"I was seeking treatment at 24 years old (ED started at 13) for EDNOS and at an average  weight, yet very very sick.  The dietitian told me to go get tests. When I went for the tests the dr literally laughed at me and said 'you don't have an eating disorder. I have girls here [in the hospital] who weigh 60 pounds. Go home and stop pretending'. This was literally the first time I'd ever been brave enough to speak to a dr. To say his response was devastating is to put it mildly. It's burned into my brain.",Yes
908,"Implied weight gain was not necessary despite being underweight, denied treatment because weight was not within admission criteria",Yes
2516,"Weight comments as a child, pushback about not wanting to be weighed, health problems unrelated to weight but blamed on weight",Yes
981,"They say just eat ! However In my case I need to be careful due to my extreme low weight I will suffer from refeeding syndrome and my organs could shut down, I need to be monitored",No
4359,I don't look like I have an eating disorder.,Yes
459,"Lose weight, get nose job",Yes
725,"Constantly recommending weight loss no matter how quickly I lost weight, didn't believe that I had a restrictive eating disorder, and disregarded physical health issues that were directly caused by my eating disorder",Yes
4812,"I've been forced to know my weight, had comments about the way my body looked, all kinds of things!",Yes
426,Primary care physician said I was too fat to have anorexia. Encouraged further weight loss and exercise because of my high BMI. Recommended a lower caloric intake (even when I was only eating a few hundred calories a day). Didn't believe I was restricting or purging even when given info from my therapist. Had to switch drs because he was a trigger.,Yes
1941,Been told it's okay to lose weight    Been told that I need to get over myself  Been told to exercise,Yes
1941,They were proud of my weight loss despite the methods,Yes
2556,I am short so any comments about my BMI being in the normal range or 'you don't look like you have an eating disorder' have come up from some PCPs,Yes
426,"When my pcos was causing weight gain (while I was active in my aan) my pcp suggested cutting calories and exercising more. He also told me, several times, that I couldn't have aan because I was 'obese.'",Yes
3506,Primary care commenting on my need to lose weight after I was out of treatment only a few months.'You don't look like you have an eating disorder' made by nurses when I was at my lowest weight.,Yes
2157,'You don't look like you have an Eating disorder.' Corpsman when I was waiting for a Psychiatrist appointment.,Yes
3052,"'If you want to lose weight just eat 1,200 calories a day, you can even push it to 1,000' (PCP)   'You don't have an eating disorder. Yeah you've lost weight, but your weight and vitals are fine' (PCP)",Yes
2294,Family doctor made comments about my weight.,Yes
1623,"There is a lot of judgement towards bulimics. As a minor I was told it was my choice to be doing this and I should have more control. I have had providers make comments that all of my health concerns would disappear if I lost weight. They didn't take my health seriously which lead to me almost dying before I was finally diagnosed with Celiac. Whenever I have a health concern, my weight is the first thing that is mentioned.",Yes
2236,"I went to a new provider and shared my past experience with anorexia. At this time, I was in recovery and was no longer underweight. In fact, I was now slightly overweight. The provider did not believe me and stated that those with anorexia were underweight. She then stated that I must binge and am a 'typical' teen.",Yes
3255,"Just eat more, as long as your getting 10,000 steps and don't have the fork constantly to your mouth you'll be fine, lock the fridge up if you eat too much, flick yourself with a rubber band when you have bad thoughts, and the list goes on...",Yes
588,Current psychiatrist assumed I had binge eating disorder just due to my body size,Yes
588,"My dr refused to complete referral needed for dietitian and also refused two separate times to order bloodwork needed to enter a higher level of care, telling me ' if they want it they need to order it'.",No
1187,Just eat from therapists,No
1202,"Two that I recall were strikingly similar which may be that I say something in one alter and switch to another alter and hear the other person's response.    They each said something like 'so, don't eat oreos and chips;' 'Why aren't you losing weight? You are eating nutriciously right?' I have no reccollation of what I said first.",Yes
2238,I have gained a lot of weight in recovery and providers have suggested I try and lose weight or go back to some of my old habits to slim down,Yes
2036,"Because of a normal BMI, I was told I was 'fine'.",Yes
2872,"At a later appointment, I asked the NP (mentioned above) to restart the Vyvanse due to worsening binges. She turned to the student NP who was following her and explained how my manipulative behavior is very common for Bipolar patients. She then told me that therapy is the better option for treating my BED. (I had been in and out of therapy for years and was eager for a recommendation from this provider)",No
1994,my primary care physician told me to lose weight when i was at my sickest point in my anorexia even after i told them concerns for my wellbeing,Yes
3808,"Recommending diets, disclosing my weight when I asked to be blind weighed.",Yes
2797,"A primary care physician told me he thought I 'looked good' at a lower weight, and my 'issue' was how I am 'achieving it.' At the time, I weighed 120lbs at a height of 5'10'.",Yes
3739,Telling me I am obese or need to change my diet.,Yes
540,"Was told, 'You don't meet the weight qualifications for anorexia' when I did and was actively engaging in behaviors. Was asked to count calories in my therapist's lunch for them.",Yes
4494,being recommended to lose weight by doctors despite anorexia,Yes
912,When I tried to get help from my Family doctor a few years ago to help with my bingeing and purging I was told I was obese and needed to go on a diet and reduce calories,Yes
1388,"I have been told by a therapist that they can tell that I've lost weight, and was told by my primary care doctor that she could tell that I've gained weight.    I was told by a nurse in the emergency room that I couldn't have weighed more than 100 pounds soaking wet.",Yes
1388,"I have been told by a therapist that they can tell that I've lost weight, and was told by my primary care doctor that she could tell that I've gained weight.",Yes
3212,Unhelpful comments about weight or eating patterns from primary care doc and counselor.  My eating disorder thoughts started due to careless comments from a family therapist who gave triggering details of another family member's eating disorder.,Yes
806,"Comments about weight changes from doctors, diet talk from one counselor",Yes
3748,I approached my family doctor about my eating disorder and she told me 'you are just a runner' and I was dismissed of my concerns despite my therapist (trained in ED) writing my doctor about her concerns and my acknowledgement of my problem.,No
2590,"I asked a primary care physician for a referral when I was 30, and she chuckled and told me about some over the counter anxiety meds. At this point I weighed 155 on a 5'4' frame, so I don't think she took me seriously.",Yes
3630,"not a comment but i was hospitalized for suicidal ideation in a place that did not treat eating disorders, which was u helpful since my eating disorder goes hand in hand with my depression and anxiety. i was under their 'eating disorder treatment protocol' but the protocol lacked so many things, and i restricted daily with them knowing",No
3374,Most recent example therapist weighed me and showed me my weight to showcase that weight was normal.,No
1185,Pediatrician watched my weight suspiciously drop throughout high school and said it was a good thing. It was also justified because I am a runner.,Yes
3851,Encouraging and congratulating weight loss when I had a documented restrictive eating disorder,Yes
3716,A multitude of fat phobic comments have been made to me by various primary care providers that contributed to my ED,Yes
1866,Lose weight.,Yes
4384,I had a doctor tell me I was going to be a chronic patient and I was never going to get better as a fear tactic. I was a minor (17) at the time.,No
4720,"You just like being in the psychiatric hospital, your not taking this seriously, we can't help you (all from suicide attempts)",No
966,"Had Bariatric surgery before I was diagnosed with ED. No doctor talked to me about binge eating disorder, only that I needed to 'control my intake'",Yes
3276,I've been told to lose weight.,Yes
1137,Weight stigma; Also dieting comments and indicating that they wish they could look like me when I was there for heart issues secondary to anorexia.,Yes
2126,That I can't still be struggling after this long and at this weight,Yes
512,I look to fat for an eating disorder.  I need to lose weight because of my BMI.,Yes
3259,My Drs have always mentioned that I'm obese and that I need to lose 15% of my body weight,Yes
890,"A primary care provider consistently (a year or so I saw them) insisted I 'just need to eat', and a psychiatrist in an inpatient unit told me anorexia was a 'privileged white girl's choice.'",No
4731,A comment was made from a counselor that I was being unrealistic with my expectations of the opposite sex when it comes to dating because everyone/all guys look at porn and I shouldn't be bothered by it even though I tried to explain my insecurities.,No
321,I needed surgery when I was 16 years old and the surgeon told me he wouldn't come near me with a 10 foot pole until I lost 20 pounds. I have been lectured over and over again by non-ED providers about my weight.,Yes
2280,"Fatphobic comments and weight loss recommendations, even though they know my diagnosis",Yes
4695,See above,No
2544,I had gained enough weight to be recovered. Telling me to cut out certain foods in response to and in order to manage low blood sugar episodes where my blood sugar was dangerously low (in the 30's and 40's),Yes
4420,Primary care,No
784,"Too many to list. Usually about not accepting the severity due to not underweight, labs look fine, 'if you just lose X lbs then Y will improve and you'll get Z incentive'... 'you have disturbed eating patterns, not an ED;' thousands more.",Yes
4675,Primary care doctor indicating that my weight did not match severity of eating disorder.,Yes
61,saying i'm too fat to have an eating disorder,Yes
3289,"I have had providers say that I was 'doing this on purpose', 'trying to be difficult', 'just trying to get attention', and that I 'wasn't that skinny' so I couldn't have an eating disorder.",Yes
2221,So many times,No
4368,Symptoms of malnutrition were seen as normal with my weight loss and my weight loss was praised. Eventually even this doctor said I had anorexic like tendencies but only after I asked why she put eating disorder on my discharge sheet. She didn't express a lot of concern despite my physical and mental symptoms.,Yes
1753,My primary care doctor said I need to gain weight or I will die.,Yes
428,"Yes, from my primary care physician, they told me that my weight wasn't a concern and that I should exercise more",Yes
4903,So much misunderstanding about autistic sensory issues around food    Homophobia     Told I had too much control when i was anorexic and lost all control when I had BED,No
38,"The classic, 'you just gotta eat' from a doctor in the ER",No
3619,A therapist told me that I was 'clearly recovered' from my eating disorder because of my weight,Yes
604,"Psychiatrist: 'why did you go to treatment anyways, your weight is just fine?' After returning from intensive ED treatment and weight restoration.   Neurologist: 'you got a problem, an eating problem.'  Tech: 'sometimes I wish I had an eating disorder.",Yes
3554,"I've been told on many occasions by my primary care provider that I need to get a bathroom scale to monitor my weight. Even my VA doctor who diagnosed me tells me to get a scale.    I've also been told to 'eat clean' by all my doctors. I don't have an ED treatment team, the closest I had was when I went inpatient, but because insurance won't cover ED specialists I've been trying to figure this all out on my own (and I'm not good at it).",Yes
3477,"Psychiatrist: 'why did you even go to ED treatment, your weight is just fine.'  Doctors: 'you have a weight problem.'  And other comments about how I'm going to die, how I'm wasting everyone's time, etc.",Yes
734,"'I don't see why your dietician is making a big deal, I can see your weight is fine' ( I was below 60% IBW)  And so many others",Yes
598,"My therapist told me that I couldn't possibly have an eating disorder because I didn't meet the weight requirements or struggle enough. Surely enough, I was diagnosed with AN.",Yes
3342,Identifying weight and suggesting weight loss.,Yes
195,weight comments via general dr.,Yes
1089,"Look fine, I look overweight, labs are normal, I could lose some weight; peers and babysitter made comments about me being fat as a kid",Yes
3508,I was told by my PCP I weighed to much to need residential level of care.,Yes
3139,"The typical, 'loose weight and you'll feel better' comments",Yes
156,"I went to my primary care doctor to get medical clearance for a residential program.  At this point, I was about 30 pounds underweight with very depressed vital signs.  While filling out my paperwork, the doctor said, 'Well, you're thin, so that's good.  I'm huge!'",Yes
2997,"Making comments about personal dieting, hospital insurance challenges regarding weight loss and providers questioning if participating, questioning mental health medications, etc",Yes
4547,"After having been fed through a feeding tube and I was currently not eating or drinking water, an ER doctor commented to my parents that my weight was within normal range and tried to explain how an anorexia patient needed to be at a much lower BMI to receive care. I had only been refed at the time through tube feeding and had been discharged home. My parents were seeking help because I would not eat or drink at the time.  ----  After receiving treatment for a few years and while still under treatment from specialists, a primary care physician at our local practice noted that my BMI was high and could consider loosing some weight. This was while my parents were still plating my food.   ---------  I hurt my knee and had to have surgery. The surgeon noted ways to improve my core strength and tighten my abs.",Yes
417,"'It's because you need to lose weight.'  'If you just lost weight, you'd get better. {in regards to my chronic pain}'  'You only have this because you're overweight.'  'You wouldn't sweat so much if you weren't so heavy.'    Those are just the ones at the forefront of my memory.",Yes
603,"Psychiatrist saying some of my behaviors are normal, old pcp saying i should exercise MORE",Yes
3672,Weight comments from pcp,Yes
2056,One er doctor told me to just stop purging and to start eating more healthy. Eat more when I'm struggling with body image.,Yes
1481,'You look and seen perfectly healthy' she was trying to be supportive or something but it triggered hardcore restriction,Yes
3155,"Numerous comments about weight. Ex. When asked not to be weighed, the provider insisted, then told me my weight was lower than I estimated before she insisted I get on the scale. Another provider (ARNP) told me to 'get back on the elliptical' when my EKG was normal after I scheduled a visit due to recurrent chest pain when exercising. I was actively losing weight and still in the overweight or obese category according to BMI at that time.",Yes
4049,My PCP told me I was too sick to get help that I would just die.,No
2061,No,No
3869,"Disclosing wt.,commenting on food intake as alot commenting on bringing in larger jean size for wt gain",Yes
4395,'You don't look sick'  'You look like you're at a very healthy weight' (whie I was underweight and pretty ill),Yes
3951,"PCP brought up my weight when I had gained some weight and crossed BMI of 25. They knew anout my history and did their best to address it in a delicate manner, but my mind was already in a bad place as I knew about it and was already sensitive to it and trying to address it. I just feel that by doing that they risked making my anorexia worse.",No
2868,"'You're a beautiful woman, if that helps.'  Comments comparing eating disorders to other conditions in irrelevant manner, comments regarding weight (stigma around weight and diagnosis)",Yes
2203,'I haven't weighed that since high school'   'You wouldn't need TPN or J tube if you didn't destroy your GI system by starvation',No
962,"Ignoring bad labs, mandatory weights that weren't blinded.",No
953,The doctor telling me I barley meet the BMI criteria.,Yes
719,You're too fat to have an eating disorder.   You need to lose weight if you want to be healthy.,Yes
3027,Provider mentioned that I wasn't sick enough,Yes
1303,'You are an anorexic with binge eating habits.  I believe you will eventually switch completely to binging and will become overweight.',Yes
656,"When I was diagnosed recently with Type 2 Diabetes, the nurse disregarded my ED diagnoses, even after I pointed them out to me, and told me that I need to start dieting and lose weight because I'm not taking care of myself. I am 'obese' because I unexpectedly gained 35 pounds post-treatment from an undiagnosed under active thyroid and I don't know how to safely lose the weight. There is no one to provide medical guidance that isn't restrictive dieting.",Yes
3401,"Focus on obesity, diet culture, Ableism,",Yes
4678,"First saw a Gastroenterologist for chronic digestive issues and was the first person I brought up to I think I may be under eating and the cause of my constipation. I was told 'only severely anorexic patients have constipation caused by under eating'. Early in working with an eating disorder dietician I had a pelvic floor PT for incontinence while running. She saw was seeing a dietician and asked what it was for when seeing it on my chart and I explained it was for an eating disorder. Her  response was 'you dont look that thin, i see some runners who are very skinny'. To put in perspective i recognize I am in a privileged thin and underweight for my athletic frame, but do not fit the stereotypical ED body these clinicians where saying I did not fit",Yes
1576,'You don't look anorexic'   ' you will never be or look anorexic because you are athletic.',Yes
4735,'There are others who are worse so you don't need treatment.'  'You don't look like you have an eating disorder'  ignoring the eating disorder all together because they have no experience.,Yes
3398,"When I was around 13, my healthcare provider at the time recommended that my mom put me on a diet, as I had gained weight. This was said in front of me and was incredibly damaging.",Yes
892,when I was injured with a stress fracture when I was super sick I tried to tell the doctor. She looked and my height and weight which was normal and said your fine. I was not fine. That led to me just getting more sick. She didn't even ask me any other questions.,Yes
296, Demeaned and accused of vomiting when didn't. Ineffective treatment. Came out angry.  Accused of lieing.,No
1714,I was told to exercise more and eat a healthy diet,Yes
2430,See above,No
1625,"Several therapists I had for years brushed off concerns I had about my restrictive eating and over exercise. I was clearly malnourished and underweight, but because I was still eating very small amounts of food, my therapists chose to put my concerns about having an eating disorder on the back burner to focus on treating my already diagnosed depression and anxiety.",No
3584,I have had doctors who didn't believe I had a restriction based eating disorder because I have a higher BMI. One doctor even tried to send me to a weight loss clinic even though I was actively in a partial hospitalization program for my eating disorder at the time.,Yes
2424,'Well at least you're not doing drugs' 'Well you look healthy' 'You don't have it that bad',Yes
2695,"I had a trauma therapist that frequently asked about foods that I ate and talked about food, restaurants, and cooking with me.",No
1725,Being praised for losing weight in a short period of time when I was not medically overweight to begin with,Yes
3449,Focus on weight loss in primary care office when they know have ED diagnosis and barely a high BMI,Yes
3191,not being fat positive,Yes
4462,I'll help you lose more weight,Yes
2015,I couldn't have anorexia/restrictive behaviors because I live in a fat body,Yes
4421,"'You don't look sick enough to have an eating disorder', 'You aren't thin enough to have Anorexia', 'It is great that you are eating so healthy', 'I wish I had your self-control', 'Why do they want you to gain so much weight', 'Wow, you have put on weight since the last time I saw you'",Yes
4906,"Many flippant comments about weight and/or losing weight, or that maybe I had an eating disorder when I was young and thin, but I am too fat to have 1 now",Yes
1665,I'm still treated as I have one. Anything that shows up in my tests is associated to me not eating,No
1662,Constant weight criticism and disbelief that I ever had an eating disorder,Yes
4189,"general ignorance about ED symptoms and treatment, particularly as a co-@occurring with substance abuse disorder",No
2089,Too many to count.. Many times was told I did not look like I had an eating disorder even though I had a BMI of 17 or lower. But the comments from ED professionals were FAR worse.,Yes
3440,Focus on losing weight to manage diabetes,Yes
3541,In highschool my primary doctor told me I probably have hyper thyroid issues to explain me being underweight  A psychiatrist I saw in college diagnosed me with bi polar 2 disorder to explain my erratic behavior that was actually due to malnourishment and not a secondary psychological disorder,No
4455,"I've had some providers be dismissive/indifferent to my admitting to having had an eating disorder and physical symptoms of my disorder (extreme weight loss, loss of menstrual cycle, vitamin deficiency, etc)",No
893,"Too many to honestly remember, mostly male doctors.",No
2962,I was gaining too much weight while I was in eating disorder recovery,Yes
1782,"They enforced some of my behaviors, enforced ideas toward bad foods, enforced thoughts on image",No
4749,Just Eat  Willful  Think of how you are hurting your family  Threatened with intervention if I wouldn't gain weight  threatened with tube feeding,No
2160,They don't see the ED is wreaking havoc in my life bc i do not meet my the required low BMI,Yes
2989,Usually about my weight in context to having an eating disorder,Yes
186,you need to lose weight when i was heavy. This has fueled yo yo dieting for many years.  It set me up for restricting episodes along with binging episodes and eventually bulimia.  When I was very thin I was praised for 'looking healthy' as I was thin and had a tan,Yes
2096,That I 'looked great' when extremely underweight.,Yes
1398,'Just eat',No
1918,"When condiding in my GP about pelvic ans abdominal pain, she told me it was 'just my anxiety' and responded by increasing my SSRI dose, instead of helping me look in to the true cause of pain.",No
1056,Ignoring my restriction; congratulating me on weight loss when taking less than 600 kcal/day,Yes
3946,"Most medical care providers I have encountered, that have no experience or knowledge of eating disorders have made comments regarding weight loss.  No matter what the intended visit was for.",Yes
2027,About my body,No
43,"My former psychiatrist said that he had seen people who were thinner than me, so my ED wasn't that bad.     My former PCP told me I was fine because my weight was fine enough (although I was underweight), even though he knew my restriction was extreme.",Yes
1179,"flippant toward me explaining the reason for my osteopenia and the fact that I was seeking treatment for an eating disorder. The provider just didn't understand. He said 'People usually don't need therapy for osteopenia.' I'm sure there have been others, but that one sticks out.",No
3539,Assumed I was fine because I'd gained weight and reduced behaviors.,Yes
1824,'I won't let you get fat',Yes
2924,Comments about not looking sick or like I had an eating disorder when I was underweight (even if I wasn't?!?!),Yes
248,"A psychiatrist asked me if I thought I had AIDS/HIV because my blood test showed my white blood cell count was low, which is a common medical sign of anorexia.",No
2395,Have been contacted to be put on a diet plan many times by dumb doctors,Yes
1046,Some examples...    'You look well nourished to me!'- a non ED nutritionist at the hospital  'You look so muscular. How often do you work out?'- anesthesiologist at the hospital,Yes
78,"I mentioned one incident, there was another when I was younger that happened. My mom took me to a doctor who said that 'he didn't believe that EDs really existed, we were all just spoiled girls who needed more discipline and guidance.'    A couple of years ago, a doctor told me that 'I must be some sort of failure in life because all of my attempts at recovery have not lasted FOREVER.'",No
3426,'If you don't lose weight you will die',Yes
78,"I was told by a doctor that I really didn't need treatment, I just needed to 'grow up because there are people all over the world who have it worse than me.'",No
4525,Recommendations to diet/lose weight/cut out certain foods to be 'healthier',Yes
3165,"Suggestions weight loss surgery, multiple times.  Options for dieting, multiple times. Forcing weighing at appointments.  These comments were all made after I told them I was in recovery for an ED.",Yes
4513,Primary care - continuous comments about how heavy I was and needing to lose a certain number of pounds to fit that bmi I should be at,Yes
4060,My pediatrician started making comments about my weight and put me on Weight Watchers in elementary school. It started my parents limiting my food and my closet eating and binge eating,Yes
2202,"primary care was consistently commenting on my weight, regardless of intention she should know not to say anything",Yes
6,"Encouragement to lose weight, sexually inappropriate comments that made me want to lose weight in order to lose curves, refusal to accept that I do not want to be weighed or know my weight.",Yes
2134,At the time I was underweight and the doctor told me I was completely fine. He really didn't have much knowledge about eating disorders.,Yes
2132,General medical providers are not well informed about eating disorders and have v made comments  like but you look so good why worry?,Yes
2657,"typically assuming I binge-eat because of my weight, assuming I don't and have never had anorexia, telling me to 'make sure you eat healthy' after weight restoration because my weight was on the high end of normal, etc",Yes
1545,"I was told how calories per day was okay to eat by my psychiatrist (I did not ask her for her input, it was far too few, and that is outside of her scope of practice).",Yes
488,Told doctor I didn't want to see my weight and she continued to tell me anyways. Had a doctor tell me I needed to get a nose job.,No
3505,"At my last physical, my primary care physician first asked me if I had any history of difficulties with food/weight/body image/disordered eating. When I told her I did she said something along the lines of 'Thank you for telling me, I like to ask so I can provide the right care and be sensitive to patients' histories. So we won't talk about weight loss this time while you're still struggling with the disordered patterns' and then later in the appointment explained that one of the tests she was ordering she likes to do for people who are 'carrying some extra weight'",Yes
1869,"I had a psychiatrist who said 'you don't LOOK like you have an eating disorder' and didn't believe that I wasn't bingeing because I reported that I'd stopped losing weight after months and months of restriction and weight loss. 'You MUST be bingeing because you'd still be losing weight if you're restricting like you say you are.' And then he went through the DSM-IV diagnosis and criteria for bulimia and tried to diagnose me with it.     And then various unhelpful, fatphobic comments from doctors over the years despite me telling them I was struggling with restriction.",Yes
3359,"I was working with a dietitian during my bulimia treatment, and after my first week, I'd lost 7lbs. The dietitian was excited and said my body must be dying to lose the weight, when really, I was still very actively purging while also keeping to the meal plan instead of binge eating. My primary care providers have been extremely fatphobic in general though, but specific comments aren't coming to mind.",Yes
2123,"I had a PCP suggest weight watchers (when I was at a normal weight and was following up on an ER visit for vomiting blood, and had said I was seeing a therapist and nutritionist) and very dismissively asked me if my ED was a 'phase' or because of trauma.",Yes
2806,As a child my doctor said I needed to get self control,No
2230,Multiple times I've had GPs comment on my weight saying I didn't have an eating disorder because I wasn't thin enough,Yes
1969,A lecture on how I should be exercising 30 minutes everyday when it was not at all related to my issue.,No
1380,Needing to loose weight to be healthy or get rid of health issues.,Yes
1490,You don't look anorexic. Stop throwing up it's gross and you are better than that.,Yes
1986,A doctor who knew my AN-R diagnosis prescribed me daily stimulant laxatives,Yes
1598,Doctors encouraging weight loss of dieting; being put on depo shot despite an ED diagnosis,Yes
3639,I received a blood test from my primary care doctor who knew I had an eating disorder. She noticed my cholesterol was very slightly elevated and told me to eat better and work out more.,Yes
375,'Just make sure to remember to stick to 3 regular meals a day and have someone hold you to it!',No
277,"weight loss is good for me, i should continue to be careful and watch what i eat, skipping meals won't do me permanent damage",Yes
339,"I've been told to go on diets, exercise, and get bariatric weight surgery",Yes
2234,"Regarding weight, looking healthy, ok labs meant I was healthy, just eat a burger (doctor), I wish I had your problem, I wish I could give you my weight, etc from nurses and doctors",Yes
3360,I was told to try harder at dieting. I've also been told I gained too much and that was what was causing my problems.,Yes
141,"Providers who try to be helpful by speaking about weight reduction for health, but are not aware of my history",Yes
1633,"The first dietician I saw said 'I just don't understand why you can't eat more'.     When my therapist, ED dietician, and primary care provider all recommended me for a higher level of care the treatment center said that based on my current weight I did not need a higher level of care (regardless of medical issues that I was experiencing).",Yes
3992,My Ed was selfish,No
3093,A convenient care practitioner made the comment 'does he have a complex or something?' when I requested my child's weight not be said in front of him.  (I'm the parent),No
